candidate_id,canonical_name,english_name,aliases,type,subtype,primary_domain,subdomain,secondary_domains,disciplines,priority,knowledge_level,stability,dependencies,recommended_batch,educational_reason,bridge_concept,duplicate_risk,candidate_status,editorial_status,verification_status,blocking_decision,notes
candidate-relational-database,Relational database,Relational Database,,technology,,domain-datos-analitica,bases de datos,,,important,recognition,changing-technology,candidate-relational-model,batch-018-specifications-implementations-core,"Candidato para reconocer Relational database, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,recommended,planned,pending,,
candidate-data-dictionary,Data dictionary,Data Dictionary,,artifact,,domain-datos-analitica,arquitectura y gestión de datos,,,important,recognition,slow-evolution,,batch-019-artifacts-measurement-core,"Candidato para reconocer Data dictionary, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,recommended,planned,pending,,
candidate-completitud-de-datos,Completitud de datos,Data Completeness,,metric,,domain-datos-analitica,ingeniería de datos,,,specialized,recognition,slow-evolution,,batch-019-artifacts-measurement-core,"Candidato para reconocer Completitud de datos, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,optional,planned,pending,,
candidate-artificial-intelligence,Artificial Intelligence,Artificial Intelligence,AI|IA|inteligencia artificial,concept,,domain-inteligencia-artificial,fundamentos y sistemas inteligentes,domain-datos-analitica|domain-desarrollo-software|domain-estrategia-gobierno-liderazgo,,essential,contextual-understanding,stable-foundation,candidate-algoritmo,batch-012-data-ai-core,"Candidato para reconocer Artificial Intelligence, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",yes,low,mandatory,planned,pending,,
candidate-machine-learning,Machine Learning,Machine Learning,ML|aprendizaje automático,concept,,domain-inteligencia-artificial,machine learning,,,essential,contextual-understanding,stable-foundation,candidate-artificial-intelligence|candidate-data-pipeline,batch-012-data-ai-core,"Candidato para reconocer Machine Learning, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,mandatory,planned,pending,,
candidate-deep-learning,Deep Learning,Deep Learning,,concept,,domain-inteligencia-artificial,IA generativa,,,essential,contextual-understanding,stable-foundation,candidate-machine-learning,batch-012-data-ai-core,"Candidato para reconocer Deep Learning, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,mandatory,planned,pending,,
candidate-neural-network,Neural network,Neural Network,,model,,domain-inteligencia-artificial,"ingeniería, evaluación y gobierno de IA",,,essential,contextual-understanding,stable-foundation,candidate-machine-learning,batch-012-data-ai-core,"Candidato para reconocer Neural network, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,mandatory,planned,pending,,
candidate-large-language-model,Large Language Model,Large Language Model,LLM,model,,domain-inteligencia-artificial,fundamentos y sistemas inteligentes,,,emerging,contextual-understanding,emerging,candidate-deep-learning,batch-012-data-ai-core,"Candidato para reconocer Large Language Model, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,medium: separar familia de modelos de productos,optional,planned,pending,,"Requiere incertidumbre explícita, evidencia suficiente y revisión futura."
candidate-ai-engineer,AI Engineer,AI Engineer,,role,,domain-inteligencia-artificial,machine learning,,,essential,contextual-understanding,slow-evolution,candidate-machine-learning,batch-016-people-capabilities-core,"Candidato para reconocer AI Engineer, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,mandatory,planned,pending,,
candidate-evaluacion-de-modelos,Evaluación de modelos,Model Evaluation,,competency,,domain-inteligencia-artificial,IA generativa,,,essential,contextual-understanding,slow-evolution,,batch-016-people-capabilities-core,"Candidato para reconocer Evaluación de modelos, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,mandatory,planned,pending,,
candidate-model-training,Model training,Model Training,,process,,domain-inteligencia-artificial,"ingeniería, evaluación y gobierno de IA",,,important,contextual-understanding,slow-evolution,candidate-machine-learning|candidate-data-pipeline,batch-017-ways-of-working-core,"Candidato para reconocer Model training, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,recommended,planned,pending,,
candidate-mlops,MLOps,MLOps,,practice,,domain-inteligencia-artificial,fundamentos y sistemas inteligentes,,,important,contextual-understanding,slow-evolution,,batch-017-ways-of-working-core,"Candidato para reconocer MLOps, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,medium: no equiparar con una herramienta,recommended,planned,pending,,
candidate-iso-iec-42001,ISO/IEC 42001,ISO/IEC 42001,,standard,,domain-inteligencia-artificial,machine learning,,,important,recognition,versioned-standard,,batch-018-specifications-implementations-core,"Candidato para reconocer ISO/IEC 42001, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,recommended,planned,pending,,
candidate-generative-ai,Generative AI,Generative Artificial Intelligence,,technology,,domain-inteligencia-artificial,IA generativa,,,emerging,recognition,emerging,candidate-deep-learning,batch-018-specifications-implementations-core,"Candidato para reconocer Generative AI, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,optional,planned,pending,,"Requiere incertidumbre explícita, evidencia suficiente y revisión futura."
candidate-application-programming-interface,Application Programming Interface,Application Programming Interface,API,concept,,domain-integracion-sistemas-empresariales,APIs e interoperabilidad,domain-desarrollo-software|domain-redes-telecomunicaciones,,essential,contextual-understanding,stable-foundation,candidate-software,batch-013-integration-enterprise-core,"Candidato para reconocer Application Programming Interface, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",yes,"medium: puede ser interfaz, artefacto o servicio",mandatory,planned,pending,,
candidate-interoperabilidad,Interoperabilidad,Interoperability,,concept,,domain-integracion-sistemas-empresariales,mensajería y eventos,domain-redes-telecomunicaciones|domain-datos-analitica|domain-estrategia-gobierno-liderazgo,,essential,contextual-understanding,stable-foundation,candidate-application-programming-interface,batch-013-integration-enterprise-core,"Candidato para reconocer Interoperabilidad, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",yes,low,mandatory,planned,pending,,
candidate-api-lifecycle-management,API lifecycle management,API Lifecycle Management,,process,,domain-integracion-sistemas-empresariales,middleware e integración,,,essential,contextual-understanding,slow-evolution,,batch-017-ways-of-working-core,"Candidato para reconocer API lifecycle management, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,mandatory,planned,pending,,
candidate-representational-state-transfer,Representational State Transfer,Representational State Transfer,REST,architectural-style,,domain-integracion-sistemas-empresariales,sistemas empresariales,,,essential,contextual-understanding,slow-evolution,candidate-hypertext-transfer-protocol,batch-013-integration-enterprise-core,"Candidato para reconocer Representational State Transfer, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,medium: REST no es protocolo,mandatory,planned,pending,,
candidate-event-driven-architecture,Event-Driven Architecture,Event-Driven Architecture,EDA,architectural-style,,domain-integracion-sistemas-empresariales,APIs e interoperabilidad,,,essential,contextual-understanding,slow-evolution,candidate-software,batch-013-integration-enterprise-core,"Candidato para reconocer Event-Driven Architecture, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,mandatory,planned,pending,,
candidate-saga-pattern,Saga Pattern,Saga Pattern,,pattern,,domain-integracion-sistemas-empresariales,mensajería y eventos,,,essential,contextual-understanding,slow-evolution,candidate-event-driven-architecture,batch-013-integration-enterprise-core,"Candidato para reconocer Saga Pattern, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,mandatory,planned,pending,,
candidate-api-gateway-pattern,API Gateway Pattern,API Gateway Pattern,,pattern,,domain-integracion-sistemas-empresariales,middleware e integración,,,essential,contextual-understanding,slow-evolution,candidate-application-programming-interface,batch-013-integration-enterprise-core,"Candidato para reconocer API Gateway Pattern, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,medium: distinguir patrón de productos gateway,mandatory,planned,pending,,
candidate-hypertext-transfer-protocol,Hypertext Transfer Protocol,Hypertext Transfer Protocol,HTTP,protocol,,domain-integracion-sistemas-empresariales,sistemas empresariales,,,essential,contextual-understanding,versioned-standard,,batch-018-specifications-implementations-core,"Candidato para reconocer Hypertext Transfer Protocol, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,mandatory,planned,pending,,
candidate-openapi-specification,OpenAPI Specification,OpenAPI Specification,OAS|OpenAPI,standard,,domain-integracion-sistemas-empresariales,APIs e interoperabilidad,,,important,contextual-understanding,versioned-standard,candidate-application-programming-interface,batch-018-specifications-implementations-core,"Candidato para reconocer OpenAPI Specification, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,recommended,planned,pending,,
candidate-message-broker,Message broker,Message Broker,,platform,,domain-integracion-sistemas-empresariales,mensajería y eventos,,,important,contextual-understanding,changing-tool-product,candidate-event-driven-architecture,batch-018-specifications-implementations-core,"Candidato para reconocer Message broker, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,recommended,planned,pending,,
candidate-enterprise-resource-planning,Enterprise Resource Planning,Enterprise Resource Planning,ERP,product,,domain-integracion-sistemas-empresariales,middleware e integración,,,important,contextual-understanding,changing-tool-product,candidate-interoperabilidad,batch-018-specifications-implementations-core,"Candidato para reconocer Enterprise Resource Planning, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,"medium: familia de producto, no marca",recommended,planned,pending,,
candidate-customer-relationship-management,Customer Relationship Management,Customer Relationship Management,CRM,product,,domain-integracion-sistemas-empresariales,sistemas empresariales,,,important,recognition,changing-tool-product,candidate-interoperabilidad,batch-018-specifications-implementations-core,"Candidato para reconocer Customer Relationship Management, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,"medium: familia de producto, no marca",recommended,planned,pending,,
candidate-api-contract,API contract,API Contract,,artifact,,domain-integracion-sistemas-empresariales,APIs e interoperabilidad,,,specialized,recognition,slow-evolution,candidate-application-programming-interface,batch-019-artifacts-measurement-core,"Candidato para reconocer API contract, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,optional,planned,pending,,
candidate-producto-digital,Producto digital,Digital Product,,concept,,domain-producto-experiencia,producto digital,,,essential,contextual-understanding,stable-foundation,candidate-software,batch-014-product-human-experience-core,"Candidato para reconocer Producto digital, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,"medium: distinguir producto, proyecto y servicio",mandatory,planned,pending,,
candidate-usabilidad,Usabilidad,Usability,,concept,,domain-producto-experiencia,análisis de negocio,,,essential,contextual-understanding,stable-foundation,candidate-producto-digital,batch-014-product-human-experience-core,"Candidato para reconocer Usabilidad, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,mandatory,planned,pending,,
candidate-accesibilidad,Accesibilidad,Accessibility,,principle,,domain-producto-experiencia,investigación y UX,domain-desarrollo-software|domain-ingenieria-software,accessibility,essential,contextual-understanding,stable-foundation,candidate-usabilidad,batch-014-product-human-experience-core,"Candidato para reconocer Accesibilidad, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",yes,low,mandatory,planned,pending,,
candidate-product-manager,Product Manager,Product Manager,,role,,domain-producto-experiencia,accesibilidad y diseño inclusivo,,,essential,contextual-understanding,slow-evolution,candidate-producto-digital,batch-016-people-capabilities-core,"Candidato para reconocer Product Manager, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,medium: alcance variable por organización,mandatory,planned,pending,,
candidate-business-analyst,Business Analyst,Business Analyst,,role,,domain-producto-experiencia,producto digital,,,essential,contextual-understanding,slow-evolution,,batch-016-people-capabilities-core,"Candidato para reconocer Business Analyst, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,mandatory,planned,pending,,
candidate-ux-designer,UX Designer,User Experience Designer,,role,,domain-producto-experiencia,análisis de negocio,,,essential,contextual-understanding,slow-evolution,candidate-usabilidad,batch-016-people-capabilities-core,"Candidato para reconocer UX Designer, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,mandatory,planned,pending,,
candidate-investigacion-de-usuarios,Investigación de usuarios,User Research,,competency,,domain-producto-experiencia,investigación y UX,,,essential,contextual-understanding,slow-evolution,,batch-016-people-capabilities-core,"Candidato para reconocer Investigación de usuarios, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,mandatory,planned,pending,,
candidate-user-research,User research,User Research Practice,,practice,,domain-producto-experiencia,accesibilidad y diseño inclusivo,,,important,contextual-understanding,slow-evolution,candidate-investigacion-de-usuarios,batch-017-ways-of-working-core,"Candidato para reconocer User research, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,medium: separar competencia y práctica,recommended,planned,pending,,
candidate-a-b-testing,A/B testing,A/B Testing,,technique,,domain-producto-experiencia,producto digital,,,important,contextual-understanding,slow-evolution,,batch-017-ways-of-working-core,"Candidato para reconocer A/B testing, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,recommended,planned,pending,,
candidate-web-content-accessibility-guidelines,Web Content Accessibility Guidelines,Web Content Accessibility Guidelines,WCAG,standard,,domain-producto-experiencia,análisis de negocio,,,important,contextual-understanding,versioned-standard,candidate-accesibilidad,batch-018-specifications-implementations-core,"Candidato para reconocer Web Content Accessibility Guidelines, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,recommended,planned,pending,,
candidate-product-backlog,Product backlog,Product Backlog,,artifact,,domain-producto-experiencia,investigación y UX,,,important,contextual-understanding,slow-evolution,candidate-producto-digital,batch-019-artifacts-measurement-core,"Candidato para reconocer Product backlog, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,recommended,planned,pending,,
candidate-user-story,User story,User Story,,artifact,,domain-producto-experiencia,accesibilidad y diseño inclusivo,,,important,recognition,slow-evolution,candidate-product-backlog,batch-019-artifacts-measurement-core,"Candidato para reconocer User story, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,"medium: artefacto, no requisito universal",recommended,planned,pending,,
candidate-tasa-de-conversion,Tasa de conversión,Conversion Rate,,metric,,domain-producto-experiencia,producto digital,,,important,recognition,slow-evolution,,batch-019-artifacts-measurement-core,"Candidato para reconocer Tasa de conversión, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,"medium: requiere evento, población y ventana",recommended,planned,pending,,
candidate-estrategia-tecnologica,Estrategia tecnológica,Technology Strategy,,concept,,domain-estrategia-gobierno-liderazgo,estrategia y gobierno de IT,,,essential,contextual-understanding,stable-foundation,candidate-informacion,batch-015-strategy-governance-core,"Candidato para reconocer Estrategia tecnológica, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,mandatory,planned,pending,,
candidate-gobierno-de-it,Gobierno de IT,IT Governance,,concept,,domain-estrategia-gobierno-liderazgo,arquitectura empresarial,domain-ciberseguridad-riesgo|domain-datos-analitica|domain-inteligencia-artificial,governance,essential,contextual-understanding,stable-foundation,candidate-estrategia-tecnologica,batch-015-strategy-governance-core,"Candidato para reconocer Gobierno de IT, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",yes,low,mandatory,planned,pending,,
candidate-enterprise-architecture,Enterprise Architecture,Enterprise Architecture,,concept,,domain-estrategia-gobierno-liderazgo,"portafolios, programas y proyectos",,,essential,contextual-understanding,stable-foundation,candidate-estrategia-tecnologica,batch-015-strategy-governance-core,"Candidato para reconocer Enterprise Architecture, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,medium: no confundir con software o solution architecture,mandatory,planned,pending,,
candidate-agile,Agile,Agile,,conceptual-orientation,,domain-estrategia-gobierno-liderazgo,liderazgo y organización,,,essential,contextual-understanding,stable-foundation,,batch-015-strategy-governance-core,"Candidato para reconocer Agile, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,"medium: orientación, no metodología única",mandatory,planned,pending,,
candidate-lean,Lean,Lean,,conceptual-orientation,,domain-estrategia-gobierno-liderazgo,estrategia y gobierno de IT,,,essential,contextual-understanding,stable-foundation,,batch-015-strategy-governance-core,"Candidato para reconocer Lean, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,medium: orientación; separar técnicas derivadas,mandatory,planned,pending,,
candidate-enterprise-architect,Enterprise Architect,Enterprise Architect,,role,,domain-estrategia-gobierno-liderazgo,arquitectura empresarial,,,essential,contextual-understanding,slow-evolution,candidate-enterprise-architecture,batch-016-people-capabilities-core,"Candidato para reconocer Enterprise Architect, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,mandatory,planned,pending,,
candidate-chief-technology-officer,Chief Technology Officer,Chief Technology Officer,CTO,position,,domain-estrategia-gobierno-liderazgo,"portafolios, programas y proyectos",,,essential,contextual-understanding,slow-evolution,candidate-estrategia-tecnologica,batch-016-people-capabilities-core,"Candidato para reconocer Chief Technology Officer, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,medium: puesto variable por organización,mandatory,planned,pending,,
candidate-technical-lead,Technical Lead,Technical Lead,Tech Lead|líder técnico,position,,domain-estrategia-gobierno-liderazgo,liderazgo y organización,,,essential,contextual-understanding,slow-evolution,candidate-software,batch-016-people-capabilities-core,"Candidato para reconocer Technical Lead, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,medium: puede usarse como rol o puesto,mandatory,planned,pending,,
candidate-liderazgo-tecnico,Liderazgo técnico,Technical Leadership,,competency,,domain-estrategia-gobierno-liderazgo,estrategia y gobierno de IT,,leadership,important,contextual-understanding,slow-evolution,,batch-016-people-capabilities-core,"Candidato para reconocer Liderazgo técnico, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,recommended,planned,pending,,
candidate-scrum,Scrum,Scrum,,work-framework,,domain-estrategia-gobierno-liderazgo,arquitectura empresarial,,,important,contextual-understanding,slow-evolution,candidate-agile,batch-017-ways-of-working-core,"Candidato para reconocer Scrum, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,"medium: framework, no metodología universal",recommended,planned,pending,,
candidate-kanban,Kanban,Kanban,,work-framework,,domain-estrategia-gobierno-liderazgo,"portafolios, programas y proyectos",,,important,contextual-understanding,slow-evolution,candidate-lean,batch-017-ways-of-working-core,"Candidato para reconocer Kanban, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,"medium: distinguir método, sistema visual y tablero",recommended,planned,pending,,
candidate-project-management,Project management,Project Management,,methodology,,domain-estrategia-gobierno-liderazgo,liderazgo y organización,,,important,contextual-understanding,slow-evolution,,batch-017-ways-of-working-core,"Candidato para reconocer Project management, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,medium: clasificación provisional a verificar en producción,recommended,planned,pending,,
candidate-risk-management,Risk management,Risk Management,,process,,domain-estrategia-gobierno-liderazgo,estrategia y gobierno de IT,,,important,recognition,slow-evolution,candidate-riesgo-tecnologico,batch-017-ways-of-working-core,"Candidato para reconocer Risk management, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,recommended,planned,pending,,
candidate-key-performance-indicator,Key Performance Indicator,Key Performance Indicator,KPI,indicator,,domain-estrategia-gobierno-liderazgo,arquitectura empresarial,,,specialized,recognition,slow-evolution,,batch-019-artifacts-measurement-core,"Candidato para reconocer Key Performance Indicator, distinguir su naturaleza y ubicar su contexto profesional sin convertir la ficha en tutorial.",no,low,optional,planned,pending,,
